Item_Item_Description,Item__No__,Item__Base_Unit_of_Measure_,Item_Inventory,Qty__on_Sales_Order_,Item__Qty__on_Purch__Order_,QtyAvailable,Av,Clifton,Clifton 8006,UB,UB Clifton,UB Clifton 8006,Total Sec + Clif,Total UB,Total
Velvety Pout Glassy Gloss - Left on Read,1201274,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - Missed Call,1201275,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - Off Limits,1201276,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - So Nude,1201277,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - Sweet Talk,1201278,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
RSS Longwear Continous Setting Spray Mini - Matte,1201290,EA,0,0,30000,30000,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Cream - Vanille Cream,1201301,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nylon African Net Body Sponge,1201302,EA,0,0,5000,5000,0.,0.,0.,0.,0.,0.,0.,0.,0.
Spa Hard African Net,1201303,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Hard Sponge,1201304,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Sculpting Cream Pro Palette - Vol.1,1201305,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Sculpting Cream Pro Palette - Vol.2,1201306,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream & Powder Pro Palette - Volume 1,1201307,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream & Powder Pro Palette - Volume 2,1201308,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronzer Duo Cream & Powder - Deep Dark,1201309,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronzer Duo Cream & Powder - Dark,1201310,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronzer Duo Cream & Powder - Tan,1201311,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronzer Duo Cream & Powder - Medium,1201312,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronzer Duo Cream & Powder - Light,1201313,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Extrait de Parfum - Nubian Oud,1201314,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Extrait de Parfum - Nubian Cherry,1201315,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Extrait de Parfum - Queen's Court,1201316,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Cherry Body Wash,1201317,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Cherry Body Balm,1201318,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Cherry Body Cream,1201319,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Heart Breaker,1201321,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Sweet Talk,1201322,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Candy Kiss,1201323,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Kiss and Tell,1201324,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - XOXO,1201325,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Flirt Alert,1201326,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Nubian Kiss,1201327,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Expresso,1201328,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Locked In,1201329,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Hold Tight,1201330,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Don't Move,1201331,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
Chubby Lip Stain Tattoo - Unphased,1201332,EA,0,0,20000,20000,0,0,0,0,0,0,0,0,0
I Prep I Prime Blurring Balm,1201333,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Shop Double Shot - French Toast,1201334,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Shop Double Shot - Vanilla Cake,1201335,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Shop Double Shot - Brown Sugar,1201336,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Shop Double Shot - Shortcake,1201337,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture Duochrome LES Bundle,9000601,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubian Earth Collection Bundle,9000603,EA,0,0,0,0,0,0,0,0,0,0,0,0,0
The Illuminating Duo,9000801,EA,0,-1,0,-1,-1,0,0,0,0,0,-1,0,-1
Deep Cleanse Duo,9000806,EA,0,-1,0,-1,-1,0,0,0,0,0,-1,0,-1
